Record_Type,Policy_Number,Foreign_Reg_Ind,Registration_Number,Vehicle_Derivative,Named_Driver,Trade_Plate_Ind,Cover_Start_Date,Cover_End_Date,Insert_Date,Update_date,Active_Flag,MID_File_Seq_No,MID_Sent_Ind,Mid_Sent_Date,MID_Status,MID_Error_Codes,Vehicle_Make,Vehicle_Model,Inserted_By,Updated_By
"N","F42541Q             ","U","KN20EKG"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKJ"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKM"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKP"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO 2300 LE N","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKR"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO 2300 LE N","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKT"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN20EKX"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND X ELI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OHS"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OHV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OHX"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OHY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OJA"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OJD"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OJH"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OJP"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OJU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OKE"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OKP"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OKW"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OKZ"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OLB"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OLV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OME"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OMJ"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND X","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69OMK"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69ONB"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KN69ONH"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KR21MVF","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO L2H1 2300","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KU16WPD","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO L1H1 2000","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KV70UBK"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","VIVARO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KV70UBO"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KV70UCR"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO L2H1 2300","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KW18OAU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","BMW","3 SERIES","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","KW21XCE","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","LD70XFP","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","CITROEN","BERLINGO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MA18LJN"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KADJAR","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MA20EHM"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MEGANE GT LINE","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MA20HBU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MA69OAZ"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KADJAR","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MC18HBU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MC18HCN"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MC19MBY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MC19MDE"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MD18BHE"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KADJAR","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MD19KHA"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MASTER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MD19ROU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MD19XVT"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MF20HPN"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND X","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MF20OVV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MF69DNY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","SCENIC","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MF69RFK"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","SCENIC GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MH19DDX"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MASTER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MH19UEM"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","SCENIC","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MH19UPY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","GRAND SCENIC","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MJ69LKE"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MJ69UST"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MK69YOY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","COMBO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MK69YPH"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MK69YVG"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","GRANDLAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MT18JHH"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MEGANE SIGNATUR","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MT18JHY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MEGANE","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MT69UGV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KADJAR","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MT69VAU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KADJAR GT","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MV20WLP"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MW18XOF"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MW18XOT"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MEGANE","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MW18XPO"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","MEGANE","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MW69OFU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","KANGOO","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MW69TNV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","GRAND","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MX19PZU"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","TRAFIC","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","MX19PZV"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","RENAULT","TRAFIC","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NN15RAF","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","BMW","3 SERIES 320D","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU20CKC","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU21LKL","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU69DYO"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU69PWY"," "," ","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","VAUXHALL","INSIGNIA","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU69RJZ","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NU70LFL","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","EXPERT BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV18HTC","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV20BZB","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV20CXC","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV20EZX","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV20FBA","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV20GBX","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NV67OBN","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1681,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","F42541Q","MID RESPONSE JOB"
"N","F42541Q             ","U","NV70VUN","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NX19ZZC","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NX68XZP","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NX68YVY","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NY18AVE","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
"N","F42541Q             ","U","NY19AHP","","","U",2022-11-01 00:00:00,2023-10-31 00:00:00,2022-11-02 00:00:00,2022-11-02 00:00:00,"A",1680,"Y",2022-11-02 00:00:00,"acknowledged","","PEUGEOT","PARTNER BLUEHDI","POLICY RENEWAL JOB","MID RESPONSE JOB"
